52 	38
32 	39
86 	12
88 	21
83 	35
45 	31
74 	15
87 	15
87 	20
36 	54
136 	22
84 	7
42 	32
71 	11
87 	20
60 	21
71 	13
74 	45
46 	53
87 	20
83 	13
87 	23
72 	40
87 	28
87 	15
69 	42
114 	51
86 	10
83 	8
77 	10
86 	10
81 	14
93 	21
86 	33
115 	52
79 	33
81 	39
87 	21
86 	17
73 	38
86 	18
87 	15
87 	27
84 	41
87 	49
98 	32
87 	33
74 	9
87 	22
94 	31
86 	40
87 	24
88 	20
71 	29
52 	23
76 	33
87 	19
87 	26
88 	25
87 	25
87 	27
75 	32
87 	36
87 	18
150 	38
87 	22
87 	15
55 	37
81 	19
87 	27
87 	31
87 	25
87 	26
87 	22
76 	34
87 	24
71 	23
97 	41
81 	13
87 	25
61 	55
28 	38
86 	41
69 	11
86 	35
87 	32
127 	38
81 	13
48 	18
75 	10
74 	16
92 	32
70 	39
87 	20
87 	35
40 	49
54 	55
78 	14
86 	42
76 	19
116 	37
86 	17
95 	21
135 	16
70 	12
87 	24
101 	35
87 	27
48 	36
101 	44
87 	14
83 	16
86 	41
79 	35
20 	41
38 	54
87 	13
109 	36
86 	20
73 	42
87 	31
37 	53
36 	53
86 	36
87 	22
36 	34
86 	32
86 	14
140 	26
86 	24
87 	24
87 	22
83 	7
86 	33
70 	14
77 	19
85 	33
19 	54
87 	31
87 	28
87 	25
29 	9
87 	26
130 	34
76 	10
135 	35
52 	39
69 	53
87 	25
84 	8
83 	36
86 	19
79 	16
69 	52
87 	23
86 	40
79 	13
84 	15
84 	22
87 	24
74 	13
40 	35
32 	38
135 	42
87 	26
87 	26
87 	35
51 	37
86 	18
110 	17
87 	30
87 	20
40 	34
86 	15
41 	15
87 	15
76 	16
30 	11
87 	26 	16
73 	11 	15
86 	33 	4
87 	25 	16
81 	16 	5
87 	24 	16
87 	28 	13
87 	22 	16
87 	26 	6
87 	33 	5
87 	33 	8
69 	11 	6
87 	25 	16
87 	10 	16
70 	11 	5
87 	29 	4
81 	15 	3
72 	34 	4
87 	39 	7
75 	15 	15
80 	30 	5
72 	15 	6
87 	32 	16
88 	43 	7
87 	12 	16
87 	14 	14
85 	11 	5
87 	9 	3
141 	35 	5
90 	42 	7
83 	12 	16
87 	16 	16
72 	20 	16
73 	39 	9
87 	10 	16
87 	14 	10
86 	32 	6
72 	14 	16
87 	14 	6
79 	11 	16
71 	16 	5
87 	15 	16
40 	35 	5
87 	32 	16
87 	10 	5
73 	12 	12
87 	25 	16
87 	33 	4
87 	11 	10
87 	32 	8
87 	22 	16
88 	35 	7
87 	20 	16
87 	15 	10
87 	19 	16
133 	36 	3
86 	11 	7
85 	16 	3
87 	32 	16
87 	23 	5
87 	26 	15
87 	34 	6
87 	18 	16
70 	11 	10
69 	29 	6
87 	27 	7
88 	26 	11
87 	25 	13
69 	32 	8
87 	18 	8
117 	49 	5
87 	29 	6
70 	35 	5
87 	20 	16
87 	23 	12
87 	21 	10
87 	22 	15
69 	32 	5
87 	35 	7
87 	24 	16
88 	17 	16
87 	28 	8
86 	13 	14
87 	14 	12
81 	29 	3
87 	21 	16
87 	11 	16
87 	29 	7
72 	24 	15
87 	19 	16
70 	9 	16
76 	9 	16
84 	36 	4
87 	19 	12
87 	34 	7
71 	32 	5
87 	28 	6
87 	10 	16
114 	36 	6
86 	12 	16
87 	13 	16
87 	24 	11
25 	34 	3
86 	10 	6
87 	22 	16
85 	41 	7
70 	25 	3
87 	24 	16
87 	16 	16
69 	20 	5
86 	35 	11
87 	26 	16
87 	22 	5
30 	14 	3
87 	22 	16
106 	40 	7
86 	31 	6
54 	12 	4
65 	32 	5
85 	14 	7
87 	21 	16
86 	15 	11
87 	22 	16
87 	17 	16
72 	21 	6
87 	19 	16
87 	30 	16
86 	44 	7
87 	25 	16
87 	25 	16
85 	16 	3
87 	35 	8
86 	36 	3
87 	22 	16
87 	36 	9
87 	17 	16
87 	25 	16
111 	39 	3
102 	39 	7
87 	27 	15
87 	19 	16
87 	45 	7
87 	12 	16
84 	37 	5
87 	15 	16
87 	11 	16
115 	29 	4
66 	16 	10
87 	28 	10
89 	44 	7
77 	35 	4
71 	12 	6
79 	13 	15
71 	14 	5
77 	44 	6
87 	22 	4
55 	41 	3
83 	39 	6
44 	37 	7
80 	33 	16
28 	30 	5
87 	13 	16
87 	30 	13
143 	32 	5
27 	38 	3
24 	37 	4
80 	12 	16
87 	23 	16
87 	24 	13
88 	22 	16
87 	37 	5
87 	29 	9
81 	11 	16
87 	33 	7
87 	21 	16
87 	24 	15
87 	33 	16
87 	39 	10
86 	18 	16
87 	19 	4
25 	24 	3
98 	44 	7
86 	18 	16
86 	15 	3
24 	35 	5
89 	33 	3
76 	16 	16
87 	32 	4
87 	25 	16
74 	17 	16
79 	11 	16
86 	38 	7
87 	28 	5
87 	14 	10
87 	29 	13
87 	16 	16
76 	32 	3
71 	9 	16
74 	16 	5
87 	22 	16
75 	14 	8
87 	26 	14
130 	36 	3
87 	32 	14
86 	12 	16
71 	13 	15
86 	38 	5
21 	25 	3
87 	29 	5
87 	25 	16
86 	39 	8
75 	11 	16
86 	44 	7
39 	35 	3
86 	18 	9
86 	13 	13
109 	25 	3
70 	15 	6
87 	31 	14
87 	27 	4
87 	30 	3
82 	18 	4
87 	15 	16
80 	12 	9
79 	11 	16
84 	15 	3
87 	10 	16
70 	29 	3
87 	24 	16
88 	31 	12
87 	20 	16
87 	32 	6
88 	27 	16
70 	13 	16
87 	24 	16
87 	21 	16
83 	16 	5
86 	9 	16
87 	15 	16
86 	18 	11
87 	22 	14
80 	42 	4
33 	34 	3
87 	23 	12
133 	24 	3
86 	38 	3
86 	18 	3
86 	32 	5
96 	44 	7
87 	24 	16
78 	34 	7
86 	34 	7
87 	23 	16
60 	36 	3
30 	33 	6
87 	26 	16
66 	35 	6
87 	34 	13
87 	36 	3
60 	38 	4
87 	29 	16
73 	11 	15
87 	37 	7
87 	25 	16
85 	16 	3
87 	29 	12
86 	22 	6
87 	25 	9
87 	23 	16
70 	13 	4
88 	21 	16
86 	31 	5
85 	35 	7
87 	24 	16
86 	36 	6
87 	23 	16
75 	39 	5
47 	25 	7
88 	25 	16
88 	24 	16
87 	11 	16
87 	43 	7
73 	14 	13
87 	30 	13
69 	8 	16
87 	16 	16
85 	38 	7
71 	36 	12
87 	24 	16
87 	21 	16
115 	39 	3
88 	21 	16
91 	29 	3
87 	23 	16
103 	26 	4
87 	22 	16
86 	11 	6
87 	23 	16
87 	13 	15
87 	14 	9
82 	38 	12
87 	46 	6
87 	16 	16
49 	22 	5
87 	35 	3
87 	16 	16
52 	33 	4
76 	32 	12
76 	27 	3
87 	26 	16
88 	27 	16
87 	15 	11
134 	37 	3
123 	40 	5
85 	15 	5
37 	36 	4
88 	24 	16
87 	42 	7
87 	40 	9
87 	32 	4
79 	38 	5
86 	17 	3
86 	44 	7
75 	34 	6
88 	30 	16
87 	27 	10
78 	17 	14
87 	33 	14
87 	20 	16
87 	31 	16
86 	42 	6
87 	28 	5
15 	40 	3
70 	9 	11
86 	43 	7
88 	36 	3
70 	28 	5
85 	20 	8
87 	10 	16
81 	36 	5
87 	18 	16
82 	12 	16
87 	23 	14
73 	13 	16
72 	10 	16
87 	31 	16
25 	36 	4
87 	37 	5
87 	13 	16
39 	25 	5
86 	35 	6
87 	18 	16
87 	24 	16
62 	33 	3
87 	24 	16
87 	12 	6
87 	32 	11
87 	39 	8
87 	26 	16
87 	34 	3
87 	42 	8
87 	26 	7
87 	36 	8
100 	22 	3
87 	33 	3
87 	18 	16
53 	12 	7
87 	14 	16
86 	15 	16
87 	10 	3
85 	25 	6
58 	36 	3
82 	15 	16
75 	17 	6
87 	44 	7
70 	25 	8
37 	36 	3
86 	46 	7
86 	19 	3
87 	41 	5
87 	37 	14
87 	13 	16
87 	34 	7
87 	26 	14
75 	13 	5
87 	23 	16
87 	33 	5
80 	12 	16
86 	11 	16
87 	15 	6
87 	24 	16
87 	22 	16
87 	21 	16
87 	36 	7
84 	35 	4
67 	35 	3
89 	42 	5
87 	34 	16
86 	17 	6
85 	10 	5
86 	15 	16
87 	17 	16
87 	15 	16
87 	24 	16
87 	35 	8
70 	26 	3
47 	20 	6
85 	46 	7
87 	35 	7
87 	22 	12
87 	21 	5
87 	12 	8
134 	40 	5
87 	40 	7
87 	36 	10
87 	24 	16
88 	31 	13
95 	39 	4
86 	8 	3
87 	21 	16
71 	31 	5
87 	15 	11
87 	29 	14
87 	27 	16
87 	30 	16
87 	13 	16
70 	15 	10
71 	24 	3
87 	28 	13
87 	12 	16
87 	13 	16
86 	32 	3
87 	12 	16
87 	40 	5
87 	31 	16
87 	29 	5
76 	19 	3
86 	37 	4
87 	26 	10
87 	33 	8
70 	30 	4
86 	10 	16
87 	29 	15
73 	35 	6
140 	35 	5
87 	11 	16
85 	14 	16
74 	33 	6
26 	28 	3
87 	28 	11
134 	28 	4
35 	29 	4
32 	39 	3
86 	18 	16
87 	25 	16
87 	29 	16
44 	40 	4
122 	35 	5
37 	35 	3
87 	24 	16
87 	38 	11
87 	19 	16
82 	14 	16
87 	32 	6
87 	19 	16
87 	30 	16
87 	14 	13
32 	39 	3
86 	12 	12
88 	21 	16
83 	35 	5
45 	31 	5
87 	15 	16
87 	20 	10
71 	11 	16
87 	20 	16
87 	20 	16
83 	13 	3
87 	15 	16
86 	10 	16
86 	10 	14
86 	33 	16
79 	33 	6
81 	39 	5
87 	21 	16
86 	17 	16
73 	38 	13
86 	18 	16
87 	15 	11
87 	27 	12
84 	41 	6
87 	49 	5
87 	22 	16
87 	24 	16
88 	20 	16
88 	25 	16
87 	25 	16
75 	32 	3
87 	36 	4
87 	18 	6
87 	22 	4
87 	15 	9
55 	37 	3
87 	27 	15
87 	31 	3
87 	25 	16
87 	26 	16
76 	34 	3
87 	24 	16
81 	13 	16
87 	25 	16
28 	38 	6
69 	11 	16
87 	32 	9
81 	13 	16
48 	18 	4
74 	16 	16
70 	39 	9
87 	20 	9
87 	35 	15
78 	14 	16
86 	42 	7
116 	37 	5
86 	17 	16
70 	12 	15
87 	24 	16
87 	27 	15
48 	36 	3
101 	44 	3
87 	14 	16
83 	16 	4
86 	41 	7
20 	41 	3
87 	13 	8
87 	31 	7
86 	32 	16
86 	14 	15
86 	24 	6
87 	24 	16
87 	22 	16
86 	33 	16
70 	14 	4
77 	19 	13
85 	33 	4
87 	31 	12
87 	28 	16
87 	25 	16
76 	10 	16
135 	35 	5
87 	25 	16
79 	16 	6
86 	40 	7
87 	24 	15
74 	13 	9
40 	35 	3
32 	38 	3
87 	26 	11
87 	35 	6
87 	30 	4
87 	20 	12
41 	15 	6
87 	15 	16
